Date,Temperature,basantpur_rainfall,Andhiyarkhore,Bamnidhi,Simga,Ghatora,Rajim,Rampur,Basantpur
18-09-2007,28.36144907,1.558700926,18.77,80.725,327.53,46.824,176.876,83.139,1112.86
19-09-2007,28.00843519,1.714576204,15.993,71.878,252.679,40.325,141.96,44.215,1063.42
20-09-2007,27.68265741,5.612018426,23.024,88.299,165.758,45.284,89.027,53.445,918.689
21-09-2007,27.67711574,5.91559037,20.556,88.834,228.674,42.626,90.975,40.991,904.847
22-09-2007,26.93583796,8.884066759,18.266,85.643,223.395,44.578,198.372,35.761,870.584
23-09-2007,25.48961574,8.519283519,20,80,230,43.72,200,35,912
24-09-2007,25.38015741,21.66139537,8.166,97.481,246.336,47.031,708.296,91.37,1383.03
25-09-2007,26.29019907,5.883701019,11.365,134.724,432.878,67.122,648.723,332.506,2761.75
26-09-2007,27.10611111,5.590046389,11.195,170.154,484.015,22.909,596.637,267.486,2780.76
27-09-2007,26.36296759,18.38134435,70.527,249.658,503.953,57.837,240.857,258.94,2274.71
28-09-2007,26.82337037,5.073031019,47.564,163.854,548.894,150.151,454.897,445.136,3898.71
29-09-2007,27.47877315,5.99866787,28.314,316.659,453.431,110.861,256.829,286.132,3182.36
30-09-2007,27.45960648,4.05912787,205.214,150,340,90,220,155,2500
01-07-2008,26.89143056,6.82545213,12.187,124.545,46.342,62.327,61.664,11.511,790.127
02-07-2008,27.37278241,3.14911463,6.643,146.719,51.14,52.108,45.837,6.346,439.764
03-07-2008,27.157625,0.702624815,5.433,87.605,54.71,32.385,38.334,4.755,351.267
04-07-2008,27.505625,0.724675556,4.577,52.352,36.855,26.88,34.814,3.375,324.08
05-07-2008,26.65781019,3.10147,0.912,47.015,39.604,22.08,32.741,2.982,285.818
06-07-2008,26.6336713,11.92927287,0.92,70,30,19.84,31.5,2.8,280
07-07-2008,26.06059722,16.90082519,5.195,87.563,29.277,19.547,30.478,6.688,309.419
08-07-2008,26.50953241,14.68810204,0.954,78.322,28.291,17.952,32.664,5.28,336.451
09-07-2008,25.83489815,13.17277435,1.015,167.253,39.624,26.217,35.84,4.666,352.643
10-07-2008,26.33664815,22.82945389,14.369,97.846,77.063,68.455,36.407,47,558.366
11-07-2008,27.03711574,2.441452685,7.574,116.369,53.991,46.625,37.85,54.92,988.63
12-07-2008,27.20394907,2.408313796,5.807,92.984,44.279,58.974,39.128,31.27,677.061
13-07-2008,27.78764352,1.448685833,5.9,90,34,52.18,52,12,460
14-07-2008,27.66625926,0.569655648,4.521,54.759,34.527,14.319,35.383,7.133,342.98
15-07-2008,27.56555556,1.712154444,0.924,48.084,29.024,15.247,23.102,7.219,342.98
16-07-2008,27.60445833,5.330846944,0.944,45.875,30.521,11.999,21.828,4.697,250.037
17-07-2008,28.05151852,10.84991417,0.903,68.962,32.287,18.17,19.915,9.168,245.467
18-07-2008,28.45693981,1.307175556,0.451,83.751,29.379,49.489,19.676,12.848,252.581
19-07-2008,28.26555093,1.827243981,0.447,72.75,25.626,14,18.559,9.713,249.582
20-07-2008,27.09461574,1.652488981,0.44,60,25,40,20,4.85,248
21-07-2008,27.83492593,11.48068278,0.457,57.538,21.979,16.484,14.543,7.26,236.5
22-07-2008,27.72304167,8.843709259,0.488,95.197,17.726,53.169,14.433,9.618,288.404
23-07-2008,27.46496296,9.594008333,0.337,76.011,22.703,134.266,15.129,5.641,285.902
24-07-2008,26.80423611,14.25000444,0.467,162.563,27.165,109.8,32.081,5.702,367.256
25-07-2008,26.96536574,9.097678333,0.437,296.771,25.116,83.678,58.32,7.827,584.492
26-07-2008,27.2287963,7.365285185,0.396,181.273,21.657,84.948,52.752,8.007,631.055
27-07-2008,26.61065278,12.41413731,0.65,165,25,78.2,33,8,440
28-07-2008,27.45064352,14.23983361,0.672,371.962,33.251,123.435,39.926,9.42,642.666
29-07-2008,27.47033333,18.75567963,14.593,216.73,35.554,78.351,55.2,10.952,684.425
30-07-2008,27.1410787,9.954261944,6.706,142.376,44.397,87.278,114.008,84.918,684.725
31-07-2008,27.43009722,6.518628241,3.524,100.058,99.541,54.953,87.99,86.327,755.73
01-08-2008,27.19808796,29.48308315,7.852,102.947,130.74,41.893,1150.94,70.792,806.774
02-08-2008,27.6380463,4.472646204,15.813,155.718,301.049,38.821,576.147,86.067,2363.38
03-08-2008,27.29797222,2.826513148,40,70,550,39.54,200,75,1630
04-08-2008,27.73977778,8.754479537,45.47,76.027,204.127,34.841,131.907,30.577,1530.38
05-08-2008,27.77674074,6.010986574,28.596,73.039,176.651,27.591,111.736,20.628,1074.58
06-08-2008,27.98352315,9.644589167,27.019,61.813,140.528,14.869,102.129,19.23,833.955
07-08-2008,26.25873148,10.86310491,13.77,65.826,130.903,27.696,93.834,70.28,781.645
08-08-2008,26.19964815,15.13317611,7.012,202.022,338.86,41.401,100.828,74.214,956.442
09-08-2008,26.84391204,15.62820259,3.911,120.151,238.103,62.867,645.983,86.841,1400.27
10-08-2008,26.15765741,20.01469685,2.4,180,220,35,900,115,1295
11-08-2008,26.43321296,22.99197778,5.081,203.843,229.506,59.315,2004.27,700,2254.94
12-08-2008,27.00487037,3.73061287,4.498,400.28,653.019,147.055,718.947,308.06,4157
13-08-2008,27.60228241,2.488960463,0.912,245.039,497.325,59.182,416.557,182.12,2966.29
14-08-2008,27.3387037,2.634977685,0.789,162.532,277.117,50.904,180.439,97.58,1626.2
15-08-2008,26.08854167,17.24353509,0.8,120,230,54.27,140,80,1368
16-08-2008,26.69481481,20.02337241,7.7,390.304,164.715,61.026,112.445,81.051,1444.87
17-08-2008,26.95356944,11.47019898,12,375,140,64.58,113,100,1769
18-08-2008,27.39253704,15.43616472,33.436,298.842,171.021,88.449,138.504,109.508,1723.48
19-08-2008,27.24506481,4.789325093,9.201,223.458,482.4,65,200.17,171.67,1824.11
20-08-2008,26.12094444,12.9699538,5.323,265.884,335.426,71.563,127.804,111.417,2065.81
21-08-2008,26.97031019,7.340655833,3.513,450.792,238.214,59.161,111.206,98.199,2051.51
22-08-2008,26.71333796,9.971506944,2.602,297.342,158.696,51.309,171.83,117.909,1611.48
23-08-2008,27.68806481,4.7803125,1.889,263.308,120.18,52.817,96.989,124.066,1637.47
24-08-2008,28.33510648,7.784927037,2,220,105.2,51.49,115,98,1300
25-08-2008,27.9885,12.6088562,4.486,179.465,102.459,30.912,210.97,121.683,1035.68
26-08-2008,28.11275,5.349126019,2.613,185.491,110.761,24.02,196.141,124.806,945.126
27-08-2008,28.12639352,3.418841204,22.92,118.551,126.873,45.227,133.991,113.245,954.764
28-08-2008,27.64643981,1.310712407,3.419,117.052,132.452,18.752,125.793,81.394,886.144
29-08-2008,27.6966713,3.580577778,3.323,98.767,103.482,17.151,65.138,18.181,819.726
30-08-2008,28.38101852,2.951533148,2.625,73.158,107.49,21.494,60.417,18.179,751.4
31-08-2008,27.99216667,8.282626574,4,80,100,20.31,100,8,738
01-09-2008,28.14713426,4.828937963,1.899,93.15,160.932,17.191,120.362,46.175,716.051
02-09-2008,28.56374537,13.40436972,2.152,98.339,195.771,17.348,200.325,52.266,747.055
03-09-2008,28.37115741,5.988026019,2.1,160,190,61.432,205,49.881,907
04-09-2008,28.17171296,9.404590463,6.562,102.222,124.765,53.316,207.269,117.612,1159.2
05-09-2008,28.16573148,3.472296019,2.822,79.936,121.449,32.247,467.943,171.141,1150.68
06-09-2008,27.73521759,5.279707963,1.738,63.653,101.018,24.525,166.225,141.654,981.208
07-09-2008,27.62398611,3.855840741,4,60,100,23.7,140,58,950
08-09-2008,28.35393981,1.982393611,6.548,87.789,105.413,27.112,107.115,52.308,773.784
09-09-2008,27.6555787,4.006253148,4.241,74.767,169.041,27.182,149.632,45.919,725.889
10-09-2008,27.47043981,8.462184074,2.771,77.495,222.266,24.754,94.121,37.38,704.083
11-09-2008,27.66672222,1.717079074,2.723,74.798,199.651,33.611,219.193,37.797,820.479
12-09-2008,27.72534259,0.887795,2.305,92.341,225.67,17.709,119.403,24.032,850.555
13-09-2008,27.65584722,3.057579352,2.036,92.353,243.392,12.252,56.651,24.15,883.784
14-09-2008,28.19268519,3.43100213,2,75,200,12.42,52,24,802
15-09-2008,27.74065741,6.403176574,2.148,63.681,191.043,11.795,53.154,63.869,762.908
16-09-2008,27.2195787,24.67572741,2.27,66.352,155.712,14.06,53.072,66.803,708.098
17-09-2008,26.36425463,25.55777213,2.712,68.721,200.461,40.06,2401.35,173.884,838.307
18-09-2008,25.51636574,54.72063611,6.165,100.829,245.498,25.046,4770.89,547,3947.31
19-09-2008,26.18232407,54.49619074,99.294,752.931,1756.55,290,4310.09,3380,10600.5
20-09-2008,27.18699537,7.332514722,85.358,700,2976.65,348.685,1158.12,1200,16826.7
21-09-2008,27.31641667,0.974393889,52,250,2200,142,700,375,6200
22-09-2008,26.97152315,7.454479074,27.383,164.459,936.905,69.194,1140.12,178.638,3888.89
23-09-2008,27.16933796,4.216450648,32.072,114.941,373.181,68.195,1002.67,136.465,2293.94
24-09-2008,27.22551389,0.651427778,14.274,106.03,305.002,66.849,469.465,144.785,2415.6
25-09-2008,26.78647222,0,6.308,77.722,245.235,38.529,280.125,116.988,1645.01
26-09-2008,27.3515463,0.003944722,5.315,62.654,223.682,25.923,210.192,70.228,1214.38
27-09-2008,27.21722222,0.006235185,3.469,63.163,181.262,25.795,142.187,67.626,1010.51
28-09-2008,27.40104167,0,3,63.17,102,18,150,50,827
29-09-2008,27.46150926,2.416414722,2.37,57.805,102.298,22.767,112.847,27.562,585.209
30-09-2008,27.31335185,4.624950833,2.196,66.199,86.411,23.347,59.327,24.773,611.604
01-07-2009,28.36225,9.357108704,8.516,16.192,1.058,29.89620588,50.505,22.66773529,34.415
02-07-2009,27.72969907,18.22428519,8.099,21.099,3.848,30.10747059,56.009,22.59982353,54.023
03-07-2009,28.13739352,17.98121389,8.815,23.548,4.141,30.31873529,61.513,22.53191176,76.48
04-07-2009,27.98780556,18.21644556,6.242,73.963,7.187,30.53,67.017,22.464,91.939
05-07-2009,28.16168056,2.260720741,9,70,8,32.88,72.521,60,167
06-07-2009,28.05995833,11.93077333,8.09,24.206,8.117,9.459,78.025,26.766,155.399
07-07-2009,27.50094444,16.66858519,3.925,49.68,14.592,24.058,83.529,18.882,153.965
08-07-2009,26.42573148,11.04473796,7.997,57.015,15.48,39.804,89.033,33.43,180.558
09-07-2009,26.63053704,6.122338704,4.415,45.822,18.737,48.519,94.537,52.135,206.367
10-07-2009,27.26369907,7.377999444,11.596,37.602,13.842,31.755,100.041,21.188,251.675
11-07-2009,27.01528704,7.733740648,4.138,42.543,11.317,17.285,105.545,27.463,251.261
12-07-2009,27.22001389,6.732563981,3,50,11,17.38,111.049,20,221.4
13-07-2009,27.31006019,32.34678454,7.539,153.93,8.97,8.278,116.553,55.436,318.449
14-07-2009,27.45025,95.11869287,4.19,346.735,354.818,46.307,122.057,373,2902.98
15-07-2009,27.22157407,52.96405963,2.598,258.65,2106.94,34.583,1151.65,450,6124.01
16-07-2009,25.72850926,33.60396667,9.96,211.123,2910.75,39.642,561.043,350,7571.73
17-07-2009,26.98600463,2.125532778,38.233,269.964,3039.17,44.772,198.034,180.67,6063.13
18-07-2009,27.57911111,6.98744037,8.83,128.868,1065.75,39.836,146.588,77.003,4458.82
19-07-2009,26.82866667,17.38257731,7.5,73,450,37.74,114,40,2437
20-07-2009,26.5086713,18.83499722,2.135,105.317,394.388,30.364,114.628,290,2781.95
21-07-2009,26.29281481,36.5707938,4.165,220.851,354.105,36.353,719.488,400,3183.8
22-07-2009,25.55227778,46.7391213,34.388,231.975,1245.15,40.353,1079.42,1000,16117.5
23-07-2009,26.79683333,3.160512222,9.012,153.81,2028.17,35.823,708.381,410,9745.59
24-07-2009,28.0329537,4.460703241,4,58.497,1024.3,33.549,303.524,175,6212.24
25-07-2009,28.73651389,0,1.669,121.923,695.256,23.2,174.239,113.638,2924.02
26-07-2009,27.92731019,2.927815833,0.45,73,250,22.39,100,69,1791
27-07-2009,26.50887037,8.796409167,0.369,81.973,193.175,18.054,96.109,54.544,1116.13
28-07-2009,27.05914352,11.708405,0.186,97.408,95.786,22.966,65.953,36.459,973.476
29-07-2009,27.65251852,3.023848148,0.879,70.233,99.771,15.824,464.481,69.125,854.901
30-07-2009,28.55488889,0.177168519,0.181,51.988,95.298,12.841,268.934,68.508,765.578
31-07-2009,28.74339352,0.355016667,0.171,34.727,102.794,7.574,76.728,38.949,815.17
01-08-2009,28.28664352,0.278325,0.184,29.795,89.393,6.312,64.762,38.968,639.769
02-08-2009,28.90787037,0.020248148,0.18,30,84,8.138,55,35,564
03-08-2009,29.21873611,0.253101389,0.175111111,25.88,79.65,4.925,50.924,17.004,541.673
04-08-2009,29.34961574,1.011094537,0.170222222,25.736,46.509,3.085,42.662,15.866,487.482
05-08-2009,29.22405556,0.3163675,0.165333333,22.996,37.417,4.491,36.941,9.454,524.456
06-08-2009,28.7795463,0.039366852,0.160444444,23.635,27.168,2.407,33.81,10.145,443.456
07-08-2009,29.03640278,2.122626204,0.155555556,23.781,28.57,2.409,10.522,5.44,412.923
08-08-2009,28.77894444,0.331766296,0.150666667,24.841,26.668,6.007,10.127,3.228,380.095
09-08-2009,27.90388889,7.739118796,0.145777778,24,19,5.939,10,3.2,363
10-08-2009,27.87591204,13.37759806,0.140888889,28.37,12.59,5.347,11.125,25.609,332.217
11-08-2009,27.52231944,37.50275556,0.136,60.438,27.263,37.27,38.574,22.301,384.244
12-08-2009,27.72187963,12.73649213,0.213,224.71,278.932,51.876,162.394,62.937,1733.81
13-08-2009,28.40264352,3.376829444,0.287,172.831,358.2,39.663,61.872,18.724,2009.36
14-08-2009,26.43474074,10.46270139,2.076,62.929,197.536,35.897,46.203,16.641,1786.5
15-08-2009,26.6080787,23.42794796,6,265,350,37.12,55,16,1716
16-08-2009,26.87375926,10.07544843,2.15,130,280,34.92,60,16.5,1738
17-08-2009,28.15985185,0.570953889,1.185,155.073,208.612,57.816,44.054,37.871,1766.39
18-08-2009,28.75516204,0.34586,0.107,81.202,154.076,24.706,31.286,26.42,1397.06
19-08-2009,28.38430556,3.470539444,0.079,61.998,129.993,17.74,43.748,20.201,859.476
20-08-2009,26.45483333,35.68583889,12.684,108.239,128.524,46.7,307.559,44.755,652.501
21-08-2009,26.7301713,14.12841537,10.506,141.332,446.24,55.025,315.657,166.971,1615.6
22-08-2009,27.22947685,10.80645898,4.25,191.605,508.145,111.603,174.325,112.249,2893.31
23-08-2009,28.10738889,6.684018148,2.5,150,460,107.79,75,65,2600
24-08-2009,27.45013889,4.911443796,1.184,123.183,309.986,57.39,80.667,18.149,1780.88
25-08-2009,26.99681944,14.82176065,0.329,100.992,198.235,48.808,80.906,41.55,1556.67
26-08-2009,26.69984722,23.63160204,1.217,93.873,197.09,52.488,194.691,75.767,1172.31
27-08-2009,26.54275926,17.4559188,4.546,75.398,211.539,58.539,2256.82,210,1204.13
28-08-2009,26.40166204,18.64703981,4.554,122.685,362.592,55.226,1797.46,310,5231.2
29-08-2009,27.72134722,3.381679907,9.753,187.276,472.202,59.353,577.938,167.017,5274.02
30-08-2009,28.49991204,0.614856389,8,180,446,56.86,340,90,2900
31-08-2009,27.85241667,6.833000833,3.645,77.297,286.834,49.252,135.505,55.733,2343.88
01-09-2009,27.93498611,13.22519713,1.133,63.912,354.362,55.236,487.212,44.968,1455.09
02-09-2009,28.00085185,5.972456389,13.277,86.864,362.142,42.425,353.477,36.498,1252.54
03-09-2009,27.89744444,5.85205213,11.408,97.424,377.399,39.615,336.915,96.217,1593.38
04-09-2009,28.2540463,4.071098889,6.886,64.998,350.029,52.016,380.509,158.26,1656.46
05-09-2009,27.05798148,5.227954907,5.692,79.634,283.242,52.125,239.603,107.367,1542.72
06-09-2009,26.88405093,7.346454259,2,80,191.58,48,132,95,1491
07-09-2009,26.69824537,4.70174213,1.461,51.028,176.846,29.525,92.113,53.339,1347.3
08-09-2009,26.72805093,8.400403704,1.55,47.614,154.081,27.606,61.817,54.704,934.06
09-09-2009,26.82058796,2.817313611,0.68,49.095,114.48,24.75,52.943,48.794,859.458
10-09-2009,26.82271296,3.945796759,0.742,67.531,104.363,20.67,39.163,39.054,759.62
11-09-2009,27.67045833,0.841472593,0.44,49.203,85.146,21.96,35.618,27.16,642.605
12-09-2009,28.58580556,0.012671019,0.344,50.729,71.617,18.255,28.091,22.389,617.333
13-09-2009,28.67880556,1.278313889,0.3,30,78.83,25,22,13,558.3
14-09-2009,28.76903241,0.536745463,0.162,26.481,79.47,14.064,20.662,12.718,447.271
15-09-2009,28.55239352,2.066513241,0.156,28.357,63.522,19.213,19.273,11.883,426.607
16-09-2009,28.55992593,0.000992037,0.145,26.299,57.082,22.73,18.564,8.374,411.902
17-09-2009,28.34702778,0.008043981,0.126,25.732,45.729,17.423,18.93,7.134,380.924
18-09-2009,28.36476852,0,0.026,20.435,23.299,14.223,17.409,6.79,343.166
19-09-2009,28.3086713,0.952112407,0.025,22.424,22.696,0.583,17.708,6.107,344.411
20-09-2009,28.6454537,0.725701574,0.025,21,22.9,0.78,21.5,6.05,340
21-09-2009,29.02740278,0.034436574,0.02,21,22.86,0.775,27,6,300
22-09-2009,29.04013426,0.138977593,0.02,25.343,22.816,0.462,18.782,5.777,260.536
23-09-2009,27.97623611,4.479989167,0.021,26.23,25.083,0.435,16.653,6.978,251.625
24-09-2009,28.9407963,2.082383056,0.021,35.569,20.934,2.225,18.639,55.121,368.315
25-09-2009,28.63968981,0.523362778,0.021,37,20.9,2.23,18.7,27,500
26-09-2009,28.20910648,0.531788981,0.021,39.306,20.619,5.644,19.274,21.625,373.153
27-09-2009,28.26914352,1.143277037,0.02,32,20.6,5.22,19.2,13,347
28-09-2009,28.55810648,0.463034907,7.5,30,20.6,3.98,18.7,12.95,347
29-09-2009,27.80290278,8.595915833,1.946,30.572,26.345,0.488,35.367,13.02,354.305
30-09-2009,28.49071296,1.169757593,0.455,34.183,74.337,0.571,36.313,20.842,361.371
01-07-2010,29.12758333,22.30001009,1.578,9.628,69.944,62.09597059,6.849,9.516108108,3.959
02-07-2010,29.55255556,2.546097407,1.585,9.806,72.311,64.08064706,38.085,9.150756757,10.757
03-07-2010,27.98302778,21.57661481,12.188,28.591,99.434,66.06532353,78.109,8.785405405,16.88
04-07-2010,28.52419444,11.4231663,40,48,74.9,68.05,75,8.420054054,70
05-07-2010,29.3945,8.742237315,10.377,40.348,66.073,42.251,33.366,8.054702703,89.31
06-07-2010,28.58166667,8.29593213,10.314,46.222,71.692,9.04,18.659,7.689351351,740.708
07-07-2010,28.00898611,16.49132148,5.019,39.164,61.416,18.2,99.442,7.324,697.811
08-07-2010,28.29383333,8.747188056,8.73,40.156,71.042,8.2,158.185,4.797,633.136
09-07-2010,28.62033333,2.75058713,5.95,55.144,67.655,19.78,95.128,4.67,596.829
10-07-2010,29.75569444,0.98595463,2.662,38.412,55.334,8.9,35.749,4.265,559.614
11-07-2010,28.28909722,19.57538009,3,45,53,8.5,21,5.04,95
12-07-2010,26.9714537,28.17641454,3.06,171.347,66.038,41.975,1044.28,5.044,694.085
13-07-2010,27.90770833,12.21762491,8.712,156.453,54.5,63.302,541.076,109.579,786.184
14-07-2010,27.94006019,22.9656787,25.672,233.592,121.132,84.336,544.898,66.546,1340.61
15-07-2010,28.08066667,21.53204981,23.235,225.408,190.848,77.989,519.515,59.558,1326.29
16-07-2010,29.30628704,3.112979167,4.779,284.361,143.646,62.109,282.07,51.788,1784.71
17-07-2010,29.921375,3.016872407,11.14,176.444,253.684,51.258,204.683,22.852,1420.89
18-07-2010,30.03711111,1.416238056,2.239,55,218.8,20.76,95,22.787,1050
19-07-2010,30.05025,0.552161204,2.088,49.752,152.234,18.761,53.257,22.765,809.85
20-07-2010,30.05568519,3.8018525,0.905,38.239,115.312,8.5,46.603,17,737.833
21-07-2010,29.28084722,8.241323704,1.175,18.649,97.927,10.942,42.161,10.509,565.703
22-07-2010,30.05193981,4.238781019,8.707,20.425,91.875,13.43,94.972,27.299,568.818
23-07-2010,29.56448148,4.900491759,2.401,26.061,104.518,8.1,140.935,47.14,539.222
24-07-2010,27.6094537,27.39885583,3.177,27.319,132.869,55.195,151.983,53.433,651.45
25-07-2010,26.79188426,48.4942463,45.149,65,160,41,2350,367.699,1400
26-07-2010,26.50856481,43.94213519,45.22,224.391,2516.73,47.635,2342.32,368.11,7465.19
27-07-2010,27.47023611,15.7402075,28.996,258.62,1907.49,49.526,1018.54,365.676,8405.84
28-07-2010,28.7645787,4.6255025,32.357,167.068,2613.15,36.891,474.754,168.542,7688.36
29-07-2010,28.94296759,7.161478426,26.577,73.922,974.291,14.261,269.746,123.318,5384.73
30-07-2010,28.91193981,6.161354722,8.363,42.816,724.891,9.363,203.694,60.444,2912.54
31-07-2010,27.46651852,16.96941352,7.971,42.886,565.887,34.808,191.785,55.936,1823.86
01-08-2010,27.40316204,1.661213796,11.263,150,750,16.994,100,40.645,1769
02-08-2010,26.43777778,9.025810833,11.264,305.627,610.231,29.337,96.797,40.597,1817.6
03-08-2010,26.19348148,27.76280981,81.226,430.736,410.645,68.217,90.779,29.289,1852.62
04-08-2010,26.87280556,6.107426574,76.933,778.662,452.594,132.231,54.778,30.089,2594.38
05-08-2010,26.65283333,13.64621796,41.673,305.993,440.325,82.732,36.125,44.496,2291.76
06-08-2010,26.71744444,47.91608833,43.69,803.251,440.535,64.865,1833.96,65.183,2490.62
07-08-2010,25.80252778,6.147802685,31.573,360.276,2505.85,55.276,2009.72,350,2888.63
08-08-2010,26.00906944,1.408928981,10.836,160,2660,45,302,150,5670
09-08-2010,27.19974537,0.358826481,10.828,113.367,865.633,33.521,274.275,120.86,5532.67
10-08-2010,28.55831481,1.609064352,9.373,65.105,354.758,21.053,135.575,59.626,2435.32
11-08-2010,29.28973148,1.794310463,30.39,37.492,278.822,16.994,99.759,33.84,1320.06
12-08-2010,28.47255556,4.639758333,24.967,62.039,244.888,9.804,101.663,37.621,1052.19
13-08-2010,28.34205556,5.336753056,11.888,53.767,263.37,41.886,129.787,36.947,988.499
14-08-2010,28.49634722,4.39256537,8.818,45.554,222.096,24.925,120.468,31.695,984.036
15-08-2010,27.29130556,11.14044213,9.363,50,230,20,120,65.5,950
16-08-2010,27.9057037,17.25863028,9.368,163.449,253.105,4,298.481,65.518,1073.1
17-08-2010,27.91668056,4.556888796,36.546,157.992,722.915,66.886,206.785,145.025,1495.95
18-08-2010,28.69492593,1.852091759,10.117,152.661,361.291,34.747,145.305,76.341,1933.14
19-08-2010,28.24973611,7.618175648,4.992,96.62,307.945,2.9,95.424,45.895,1372.71
20-08-2010,27.38895833,19.49298019,24.224,132.853,346.545,68.47,114.595,24.367,1250.16
21-08-2010,28.08509722,12.22645685,7.768,276.246,730.919,44.623,388.914,103.607,2259.8
22-08-2010,28.10963889,2.892438333,4.706,200,600,7,375,148.67,2475
23-08-2010,28.54959722,2.791186389,4.706,127.318,337.956,31.021,278.895,148.635,2419.63
24-08-2010,28.31773611,3.856876574,7.269,121.42,255.209,35.39,264.326,136.133,2211.48
25-08-2010,27.87644907,6.251024444,8.059,143.178,185.884,59.886,211.225,36.368,2026.6
26-08-2010,28.16789352,2.7295,33.052,147.466,183.075,48.872,128.329,30.189,1295.64
27-08-2010,27.8630463,1.75227213,7.021,84.313,162.479,38.038,123.775,30.819,1145.93
28-08-2010,27.91350926,4.896329537,2.495,55.676,150.441,48.185,91.123,20.073,978.807
29-08-2010,28.32834259,4.764268056,2.698,40,163,6.5,80,30.475,900
30-08-2010,27.57503241,14.61547213,2.699,110.686,294.367,6,101.412,30.487,903.745
31-08-2010,27.27099537,8.328806389,8.332,77.841,325.775,48.321,91.062,30.651,919.768
01-09-2010,27.3675463,2.915663704,8.905,55.429,339.137,9.751,115.614,83.419,991.551
02-09-2010,27.749375,9.170185833,4.995,61.438,271.219,10.607,69.198,44.716,1104.31
03-09-2010,27.9911713,16.99127157,9.407,538.988,233.73,28.595,92.423,34.888,1192.43
04-09-2010,27.58924074,7.901618426,12.266,202.195,355.977,22.542,211.954,292.023,2425.75
05-09-2010,27.72065741,5.138593426,26.16,115,350,15,507.62,84.64,2000
06-09-2010,27.61358796,22.24350611,26.132,66.968,450.316,36.255,509.074,84.54,1609.8
07-09-2010,27.14011574,28.92465556,35.63,107.646,724.443,57.177,3192.87,286.403,1749.48
08-09-2010,26.90361111,32.51076944,192.443,226.228,2785.33,75.909,3191.63,240.188,7260.18
09-09-2010,27.70494444,4.193317407,127.701,121.141,3349.15,85.158,1107.13,278.323,9138.5
10-09-2010,28.22063426,2.763237407,77.981,79.908,1332.15,57.393,541.827,171.887,6968.55
11-09-2010,27.94330093,1.267964259,37.189,55,800,45,114.054,57.73,4000
12-09-2010,27.7009537,0.53778213,37.164,45,520,40,101.88,57.63,2000
13-09-2010,27.91152778,3.747224815,32.714,50.845,281.097,45.143,91.842,57.595,1652.85
14-09-2010,27.742,8.83305,28.558,75.201,267.534,45.505,125.144,38.484,1649.41
15-09-2010,26.70335185,12.14107481,13.157,133.686,239.017,60.318,101.933,76.305,1681.77
16-09-2010,26.87980093,11.62418935,46.947,256.101,553.959,59.416,312.103,141.005,1920.3
17-09-2010,26.71852778,11.24237407,57.518,204.022,494.533,51.392,334.428,306.811,3781.04
18-09-2010,25.94090278,29.7017775,32.644,176.796,606.957,82.332,986.135,253.937,3575.01
19-09-2010,26.24034722,27.45736481,60,266,2500,150,2245.69,245.08,5000
20-09-2010,26.64656481,11.36062139,122.054,758.118,2689.89,343.546,1967.45,245.15,8033.01
21-09-2010,27.52075463,2.352349167,67.894,310.119,1753.58,328.4,448.19,244.468,7662.32
22-09-2010,27.73975926,0.404236481,57.554,280.335,584.632,111.379,606.433,172.592,5441.14
23-09-2010,27.54953241,0.326123796,35.223,147.715,414.047,65.505,276.887,137.331,3143.61
24-09-2010,27.69639352,0.387740741,26.197,82.985,327.798,52.195,266.032,88.243,1899.06
25-09-2010,27.28769444,0.110179907,19.357,62.909,278.325,48.604,116.883,42.507,1666.54
26-09-2010,27.31555093,0.446860278,8.464,55,240,45,39.915,29.17,1061.54
27-09-2010,27.57198611,0.225162222,8.46,43.338,176.992,30.918,38.334,29.16,1009.02
28-09-2010,27.34885185,0.012188148,7.745,40.807,148.421,27.428,41.245,30.363,841.089
29-09-2010,26.70664352,0,5.168,37.235,127.665,30.662,39.885,22.147,660.84
30-09-2010,26.17775926,0,4.886,32.418,104.334,10.795,34.498,17.236,600.699
01-07-2011,28.74995833,2.659121944,3.529,27.176,12.751,5.251710526,36.292,2.056,116.067
02-07-2011,29.21247222,0.127429352,5.055,22.226,11.603,5.072894737,30.984,2.166,150.3
03-07-2011,28.45734722,6.717098056,3.2,21.49,11.7,4.894078947,33,2,97.5
04-07-2011,28.00779167,6.003138426,1.078,18.629,11.807,4.715263158,34.934,1.898,69.876
05-07-2011,26.47877315,19.58590222,3.142,17.7,13.292,4.536447368,34.875,2.28,70.77
06-07-2011,26.71888426,5.712241296,130.48,19.209,13.732,4.357631579,18.031,4.104,85.802
07-07-2011,27.07446759,6.490279537,20.457,18.471,13.115,4.178815789,34.091,7.324,74.812
08-07-2011,27.22072685,13.44342667,9.872,41.713,14.636,4,41.192,2.824,75.979
09-07-2011,27.40474074,5.017698148,18.6,42.502,15.498,1.8,39.299,2.988,14.554
10-07-2011,27.66593981,4.512438796,10.7,160,14,4.1,40,2.25,328.4
11-07-2011,28.22766204,1.465079444,10.648,64.549,17.629,6,39.147,8.996,264.285
12-07-2011,28.4326713,2.584902963,5.025,43.97,21.825,0.8,33.121,5.803,237.867
13-07-2011,28.29732407,17.8452963,4.909,33.555,34.778,9,95.121,5.541,221.243
14-07-2011,28.35613426,3.564565463,20.188,32.956,29.486,15,97.412,4.002,196.335
